status,followup_tier,game_name,game_url,canonical_game_key,best_rank,first_seen_date,endpoint_observations,candidates_with_cdx_rows,failed_observations,unresolved_failed_endpoints,parsed_probe_count_rows,recovered_count_rows,source_types_seen,latest_probe_run_timestamp
archived_endpoint_hit_no_count,1,Zombie Derby 2,http://www.kongregate.com/games/brvasil/zombie-derby-2,www.kongregate.com/games/brvasil/zombie-derby-2,1,2017-09-13,45,18,11,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:58:23Z
no_archived_endpoint_rows_observed,1,Football Legends 2016,http://www.kongregate.com/games/CoralCnora/football-legends-2016,www.kongregate.com/games/coralcnora/football-legends-2016,1,2017-09-30,35,0,11,0,0,0,chat_achievements;chat_js;developer_game_list;game_path_prefix;holodeck;metrics_json;recommended_games,2026-07-02T12:30:55Z
archived_endpoint_hit_no_count,1,LT-Breakout,http://www.kongregate.com/games/SandmanZA/lt-breakout,www.kongregate.com/games/sandmanza/lt-breakout,1,2017-10-24,14,6,4,0,0,0,game_path_prefix;metrics_json,2026-07-02T10:46:30Z
archived_endpoint_hit_no_count,1,Surrounded,https://www.kongregate.com/games/JasonNumberXIII/surrounded,www.kongregate.com/games/jasonnumberxiii/surrounded,1,2021-11-12,112,80,4,0,0,0,chat_achievements;chat_js;developer_game_list;game_path_prefix;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,Talking Ginger Paw Caring,http://www.kongregate.com/games/wowsomegames/talking-ginger-paw-caring,www.kongregate.com/games/wowsomegames/talking-ginger-paw-caring,2,2014-08-29,55,18,13,0,0,0,chat_achievements;chat_js;developer_game_list;game_path_prefix;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
no_archived_endpoint_rows_observed,1,StormFall,http://www.kongregate.com/games/playman2/stormfall,www.kongregate.com/games/playman2/stormfall,2,2014-09-05,22,0,7,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T12:21:36Z
archived_endpoint_hit_no_count,1,Baby Talking Tom Bathing,http://www.kongregate.com/games/wowsomegames/baby-talking-tom-bathing,www.kongregate.com/games/wowsomegames/baby-talking-tom-bathing,2,2014-09-12,53,18,12,0,0,0,chat_achievements;chat_js;developer_game_list;game_path_prefix;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
no_archived_endpoint_rows_observed,1,Kns run,http://www.kongregate.com/games/hikkigamer/kns-run,www.kongregate.com/games/hikkigamer/kns-run,2,2014-09-20,36,0,15,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,cuube,http://www.kongregate.com/games/dmarcy/cuube,www.kongregate.com/games/dmarcy/cuube,2,2014-09-26,36,3,11,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
no_archived_endpoint_rows_observed,1,Caralhinhos Voadores - Age Of Delicia,http://www.kongregate.com/games/maxwell06/caralhinhos-voadores-age-of-delicia,www.kongregate.com/games/maxwell06/caralhinhos-voadores-age-of-delicia,2,2014-10-03,36,0,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,path of the wingman,http://www.kongregate.com/games/fckn/path-of-the-wingman,www.kongregate.com/games/fckn/path-of-the-wingman,2,2014-10-24,41,2,21,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:25:56Z
archived_endpoint_hit_no_count,1,Nowere Safe 3,http://www.kongregate.com/games/LexZ1/nowere-safe-3,www.kongregate.com/games/lexz1/nowere-safe-3,2,2014-10-29,27,2,8,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,Elsa And Anna Chinese Dress Up,http://www.kongregate.com/games/game4joy/elsa-and-anna-chinese-dress-up,www.kongregate.com/games/game4joy/elsa-and-anna-chinese-dress-up,2,2015-04-01,81,55,10,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
no_archived_endpoint_rows_observed,1,Animator Vs Animation (BETA),http://www.kongregate.com/games/MyLittle1/animator-vs-animation-beta,www.kongregate.com/games/mylittle1/animator-vs-animation-beta,2,2015-09-09,34,0,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,changetype(),http://www.kongregate.com/games/inventor_123/changetype,www.kongregate.com/games/inventor_123/changetype,2,2015-09-30,40,1,16,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:24:20Z
no_archived_endpoint_rows_observed,1,CountryBalls 4,http://www.kongregate.com/games/NicoleWatterson/countryballs-4,www.kongregate.com/games/nicolewatterson/countryballs-4,2,2016-03-05,26,0,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,Mini Jumper,http://www.kongregate.com/games/mafagames/mini-jumper,www.kongregate.com/games/mafagames/mini-jumper,2,2016-03-16,97,49,14,0,0,0,chat_achievements;chat_js;developer_game_list;game_path_prefix;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
no_archived_endpoint_rows_observed,1,dat boi,http://www.kongregate.com/games/Regone/dat-boi,www.kongregate.com/games/regone/dat-boi,2,2016-05-15,37,0,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,Aston Martin Hidden Wheels,http://www.kongregate.com/games/natalibt/aston-martin-hidden-wheels,www.kongregate.com/games/natalibt/aston-martin-hidden-wheels,2,2016-05-24,67,55,1,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
no_archived_endpoint_rows_observed,1,jhghj,http://www.kongregate.com/games/Ladybugluver/jhghj,www.kongregate.com/games/ladybugluver/jhghj,2,2016-07-07,12,0,0,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T12:47:36Z
archived_endpoint_hit_no_count,1,Dead Frontier,http://www.kongregate.com/games/PanRobercik/dead-frontier,www.kongregate.com/games/panrobercik/dead-frontier,2,2016-08-05,18,2,3,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
no_archived_endpoint_rows_observed,1,Ballamos,http://www.kongregate.com/games/SherOnDale13/ballamos,www.kongregate.com/games/sherondale13/ballamos,2,2016-09-23,23,0,6,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T12:49:13Z
archived_endpoint_hit_no_count,1,Chevrolet Cruze Puzzle,http://www.kongregate.com/games/natalibt/chevrolet-cruze-puzzle,www.kongregate.com/games/natalibt/chevrolet-cruze-puzzle,2,2016-10-10,83,63,4,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T15:35:04Z
archived_endpoint_hit_no_count,1,Sky Knight,http://www.kongregate.com/games/mafagames/sky-knight,www.kongregate.com/games/mafagames/sky-knight,2,2017-05-16,86,46,13,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
archived_endpoint_hit_no_count,1,Horse Racing,http://www.kongregate.com/games/mafagames/horse-racing,www.kongregate.com/games/mafagames/horse-racing,2,2017-05-26,70,40,7,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
archived_endpoint_hit_no_count,1,Finger Spinner Online,http://www.kongregate.com/games/mafagames/finger-spinner-online,www.kongregate.com/games/mafagames/finger-spinner-online,2,2017-06-16,70,40,9,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
archived_endpoint_hit_no_count,1,Britney Spears vs Child Servisous,http://www.kongregate.com/games/thunderstorm38/britney-spears-vs-child-servisous,www.kongregate.com/games/thunderstorm38/britney-spears-vs-child-servisous,2,2017-07-20,46,3,15,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:35:56Z
archived_endpoint_hit_no_count,1,Cherrie New Spring Trends,http://www.kongregate.com/games/mafagames/cherrie-new-spring-trends,www.kongregate.com/games/mafagames/cherrie-new-spring-trends,2,2017-08-25,70,40,2,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
no_archived_endpoint_rows_observed,1,Raze 3,http://www.kongregate.com/games/CoralCnora/raze-3,www.kongregate.com/games/coralcnora/raze-3,2,2017-09-30,39,0,14,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T12:14:44Z
no_archived_endpoint_rows_observed,1,AstroLords,http://www.kongregate.com/games/rub_en02/astrolords,www.kongregate.com/games/rub_en02/astrolords,3,2014-09-05,34,0,11,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T13:15:36Z
archived_endpoint_hit_no_count,1,Register Simulator,http://www.kongregate.com/games/cheffplayer2/register-simulator,www.kongregate.com/games/cheffplayer2/register-simulator,3,2014-09-20,38,4,13,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:21:39Z
archived_endpoint_hit_no_count,1,A Kongergate Special,http://www.kongregate.com/games/NickJ66/a-kongergate-special,www.kongregate.com/games/nickj66/a-kongergate-special,3,2014-10-03,56,9,21,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:25:56Z
no_archived_endpoint_rows_observed,1,Pokemon Kill 4,http://www.kongregate.com/games/NigelBoydMartin/pokemon-kill-4,www.kongregate.com/games/nigelboydmartin/pokemon-kill-4,3,2014-10-09,24,0,2,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T13:26:50Z
no_archived_endpoint_rows_observed,1,Session Key Viewer,http://www.kongregate.com/games/disposableernst/session-key-viewer,www.kongregate.com/games/disposableernst/session-key-viewer,3,2015-09-15,35,0,12,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T13:28:44Z
no_archived_endpoint_rows_observed,1,Vape Naysh Vs The Memes Beta1,http://www.kongregate.com/games/Life_Glug/vape-naysh-vs-the-memes-beta1,www.kongregate.com/games/life_glug/vape-naysh-vs-the-memes-beta1,3,2016-06-05,35,0,12,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T13:30:44Z
archived_endpoint_hit_no_count,1,ATV Ride 2016,http://www.kongregate.com/games/rheyank/atv-ride-2016,www.kongregate.com/games/rheyank/atv-ride-2016,3,2016-08-20,42,6,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:25:56Z
archived_endpoint_hit_no_count,1,SUV Car Cartoon Puzzle,http://www.kongregate.com/games/natalibt/suv-car-cartoon-puzzle,www.kongregate.com/games/natalibt/suv-car-cartoon-puzzle,3,2016-10-10,94,63,13,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:15:09Z
archived_endpoint_hit_no_count,1,Boat Rush,http://www.kongregate.com/games/mafagames/boat-rush,www.kongregate.com/games/mafagames/boat-rush,3,2017-05-16,70,40,3,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
archived_endpoint_hit_no_count,1,Defense Math,http://www.kongregate.com/games/mafagames/defense-math,www.kongregate.com/games/mafagames/defense-math,3,2017-06-16,81,44,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
no_archived_endpoint_rows_observed,1,as3 Shootorial #1,http://www.kongregate.com/games/Max_Raze/as3-shootorial-1,www.kongregate.com/games/max_raze/as3-shootorial-1,3,2017-08-25,24,0,4,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T13:47:22Z
no_archived_endpoint_rows_observed,1,Dot Snap Battle,http://www.kongregate.com/games/odiusfly/dot-snap-battle,www.kongregate.com/games/odiusfly/dot-snap-battle,3,2017-09-20,35,0,12,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T13:49:16Z
archived_endpoint_hit_no_count,1,CBS:Escape from the Mall,http://www.kongregate.com/games/cFreak19/cbs-escape-from-the-mall,www.kongregate.com/games/cfreak19/cbs-escape-from-the-mall,3,2021-11-12,40,2,20,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:21:39Z
no_archived_endpoint_rows_observed,1,Rise of Mythos,http://www.kongregate.com/games/evrybody_02/rise-of-mythos,www.kongregate.com/games/evrybody_02/rise-of-mythos,4,2014-09-19,38,0,11,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:26:37Z
archived_endpoint_hit_no_count,1,Simple Platformer,http://www.kongregate.com/games/C00MZY/simple-platformer,www.kongregate.com/games/c00mzy/simple-platformer,4,2014-11-11,53,3,21,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:24:20Z
no_archived_endpoint_rows_observed,1,Doom II: Hell on Earth,http://www.kongregate.com/games/predbannik/doom-ii-hell-on-earth,www.kongregate.com/games/predbannik/doom-ii-hell-on-earth,4,2015-09-09,24,0,10,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T14:03:57Z
archived_endpoint_hit_no_count,1,DoodiaMan Find Wife,http://www.kongregate.com/games/feicaigames/doodiaman-find-wife,www.kongregate.com/games/feicaigames/doodiaman-find-wife,4,2016-01-02,40,10,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:27:22Z
no_archived_endpoint_rows_observed,1,1p.Story: Death,http://www.kongregate.com/games/isketchworks/1p-story-death,www.kongregate.com/games/isketchworks/1p-story-death,4,2016-03-16,24,0,12,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T14:06:09Z
archived_endpoint_hit_no_count,1,BMW M5 E34,http://www.kongregate.com/games/natalibt/bmw-m5-e34,www.kongregate.com/games/natalibt/bmw-m5-e34,4,2016-05-06,79,55,3,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:15:09Z
no_archived_endpoint_rows_observed,1,Super Mario Worlds Ep.1: The Dark World (SMB Fan-made Game),http://www.kongregate.com/games/yvolcano4/super-mario-worlds-ep-1-the-dark-world-smb-fan-made-game,www.kongregate.com/games/yvolcano4/super-mario-worlds-ep-1-the-dark-world-smb-fan-made-game,4,2016-09-23,37,0,15,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T12:05:18Z
archived_endpoint_hit_no_count,1,Mr.Miner,http://www.kongregate.com/games/LinhVo1611/mr-miner,www.kongregate.com/games/linhvo1611/mr-miner,4,2017-05-16,44,3,10,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:15:09Z
archived_endpoint_hit_no_count,1,Balls Vs Blocks Online,http://www.kongregate.com/games/mafagames/balls-vs-blocks-online,www.kongregate.com/games/mafagames/balls-vs-blocks-online,4,2017-06-16,74,40,6,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:54:28Z
archived_endpoint_hit_no_count,1,Kung Fu Adventure,http://www.kongregate.com/games/thunderstorm38/kung-fu-adventure,www.kongregate.com/games/thunderstorm38/kung-fu-adventure,4,2017-07-28,46,3,15,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:35:56Z
no_archived_endpoint_rows_observed,1,E-Sim,http://www.kongregate.com/games/evrybody_02/e-sim,www.kongregate.com/games/evrybody_02/e-sim,5,2014-09-19,40,0,12,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:26:37Z
no_archived_endpoint_rows_observed,1,My Line Of Sight attempt from Construct 2,http://www.kongregate.com/games/LeBanging/my-line-of-sight-attempt-from-construct-2,www.kongregate.com/games/lebanging/my-line-of-sight-attempt-from-construct-2,5,2014-09-26,31,0,12,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T14:44:13Z
archived_endpoint_hit_no_count,1,Burnt Plate,http://www.kongregate.com/games/Courador/burnt-plate,www.kongregate.com/games/courador/burnt-plate,5,2014-10-04,46,1,19,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:21:39Z
no_archived_endpoint_rows_observed,1,I'ts a lamp?,http://www.kongregate.com/games/EdoByte/its-a-lamp,www.kongregate.com/games/edobyte/its-a-lamp,5,2014-10-29,25,0,6,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T14:45:17Z
no_archived_endpoint_rows_observed,1,Una Chief: The Great Adventure,http://www.kongregate.com/games/UCEG/una-chief-the-great-adventure,www.kongregate.com/games/uceg/una-chief-the-great-adventure,5,2014-12-17,32,0,12,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T14:45:17Z
no_archived_endpoint_rows_observed,1,Spacebar v0.1,http://www.kongregate.com/games/SidBiafra/spacebar-v0-1,www.kongregate.com/games/sidbiafra/spacebar-v0-1,5,2015-12-05,24,0,3,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:14:55Z
archived_endpoint_hit_no_count,1,Whitewash,http://www.kongregate.com/games/GraveDangerGames/whitewash,www.kongregate.com/games/gravedangergames/whitewash,5,2016-02-02,45,1,21,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:21:39Z
no_archived_endpoint_rows_observed,1,idk,http://www.kongregate.com/games/dakota1324/idk,www.kongregate.com/games/dakota1324/idk,5,2016-02-17,24,0,8,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:14:55Z
no_archived_endpoint_rows_observed,1,Super Casual,http://www.kongregate.com/games/canvasgames/super-casual,www.kongregate.com/games/canvasgames/super-casual,5,2016-03-16,29,0,8,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:24:54Z
no_archived_endpoint_rows_observed,1,Ghoul be Gone Demo,http://www.kongregate.com/games/PhoenixSong75/ghoul-be-gone-demo,www.kongregate.com/games/phoenixsong75/ghoul-be-gone-demo,5,2016-03-20,34,0,12,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:25:51Z
no_archived_endpoint_rows_observed,1,UFC 198 Live Stream - Werdum vs Miocic,http://www.kongregate.com/games/ketroketro/test-ufc-198-live-stream-werdum-vs-miocic,www.kongregate.com/games/ketroketro/test-ufc-198-live-stream-werdum-vs-miocic,5,2016-05-15,26,0,3,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:25:51Z
no_archived_endpoint_rows_observed,1,quangjing,http://www.kongregate.com/games/1207732597/quangjing,www.kongregate.com/games/1207732597/quangjing,5,2016-06-22,48,0,19,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:37:56Z
archived_endpoint_hit_no_count,1,Create your face with this stupid game,http://www.kongregate.com/games/danwon67/create-your-face-with-this-stupid-game,www.kongregate.com/games/danwon67/create-your-face-with-this-stupid-game,5,2016-07-27,49,3,18,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:41:29Z
no_archived_endpoint_rows_observed,1,Hired Ops — New Dynamic Online Shooter,http://www.kongregate.com/games/MunimShaikh932/hired-ops-new-dynamic-online-shooter,www.kongregate.com/games/munimshaikh932/hired-ops-new-dynamic-online-shooter,5,2016-10-30,31,0,8,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:25:51Z
archived_endpoint_hit_no_count,1,Viking Workout,http://www.kongregate.com/games/mobilTR/viking-workout,www.kongregate.com/games/mobiltr/viking-workout,5,2017-11-06,43,6,15,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:15:09Z
no_archived_endpoint_rows_observed,1,AstroWorlds,http://www.kongregate.com/games/bystudio02/astroworlds,www.kongregate.com/games/bystudio02/astroworlds,6,2014-08-29,38,0,13,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:03:00Z
no_archived_endpoint_rows_observed,1,RPgTest,http://www.kongregate.com/games/Nicolo974jtm34/rpgtest,www.kongregate.com/games/nicolo974jtm34/rpgtest,6,2014-10-03,18,0,3,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T12:19:28Z
archived_endpoint_hit_no_count,1,Peppa Zoo Decor,http://www.kongregate.com/games/lemonindieg/peppa-zoo-decor,www.kongregate.com/games/lemonindieg/peppa-zoo-decor,6,2014-10-13,49,3,21,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:43:48Z
archived_endpoint_hit_no_count,1,Mining Truck,http://www.kongregate.com/games/xiatiandaole/mining-truck,www.kongregate.com/games/xiatiandaole/mining-truck,6,2014-10-17,30,18,0,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:15:09Z
no_archived_endpoint_rows_observed,1,Teste mark 2,http://www.kongregate.com/games/MateusF29/teste-mark-2,www.kongregate.com/games/mateusf29/teste-mark-2,6,2015-09-30,44,0,13,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:41:29Z
archived_endpoint_hit_no_count,1,Bubble Shooter Rotation Xmas,http://www.kongregate.com/games/omkara/bubble-shooter-rotation-xmas,www.kongregate.com/games/omkara/bubble-shooter-rotation-xmas,6,2015-12-18,32,3,10,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:47:08Z
no_archived_endpoint_rows_observed,1,The Super Casual Game,http://www.kongregate.com/games/esaffer/the-super-casual-game,www.kongregate.com/games/esaffer/the-super-casual-game,6,2016-03-16,41,0,15,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T14:24:20Z
no_archived_endpoint_rows_observed,1,quang,http://www.kongregate.com/games/1207732597/quang,www.kongregate.com/games/1207732597/quang,6,2016-06-22,45,0,15,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:37:56Z
no_archived_endpoint_rows_observed,1,EndGame,http://www.kongregate.com/games/SnowdonGames/endgame,www.kongregate.com/games/snowdongames/endgame,6,2016-07-27,31,0,8,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:47:56Z
no_archived_endpoint_rows_observed,1,Will's Quest For Cheese,http://www.kongregate.com/games/thebartyparty/wills-quest-for-cheese,www.kongregate.com/games/thebartyparty/wills-quest-for-cheese,6,2016-10-18,34,0,11,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T15:47:56Z
no_archived_endpoint_rows_observed,1,Kuzini.comgnom,http://www.kongregate.com/games/iPTNZW/kuzini-comgnom,www.kongregate.com/games/iptnzw/kuzini-comgnom,6,2016-10-24,24,0,2,0,0,0,chat_achievements;chat_js;holodeck;metrics_json;recommended_games,2026-07-01T16:05:59Z
archived_endpoint_hit_no_count,1,American Cars Memory,http://www.kongregate.com/games/natalibt/american-cars-memory,www.kongregate.com/games/natalibt/american-cars-memory,6,2017-05-25,87,55,13,0,0,0,chat_achievements;chat_js;developer_game_list;holodeck;metrics_json;recommended_games,2026-07-02T13:15:09Z
